supplier_name,date_of_sending,phone_number,email_address,email_subject,product_type,variety,sub_variety,size,piece,brand,package_type,product_class,country,net_weight,qty_per_pallet,price,remarks
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Cucumber,Mini,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL - Netherlands,12.00,56,0.00,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Cucumber,Stek,unspecified,160-180,unspecified,unspecified,EPS,unspecified,NL - Netherlands,12.00,52,0.00,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,50-150,unspecified,unspecified,Bag,unspecified,NL - Netherlands,5.00,200,2.75,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,50-150,unspecified,unspecified,Bag,unspecified,NL - Netherlands,10.00,100,5.45,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,50-150,unspecified,unspecified,EPS,unspecified,NL - Netherlands,12.50,70,7.60,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,125-175,unspecified,unspecified,Bag,unspecified,NL - Netherlands,5.00,200,2.75,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,125-175,unspecified,unspecified,Bag,unspecified,NL - Netherlands,10.00,100,5.45,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,125-175,unspecified,unspecified,EPS,unspecified,NL - Netherlands,12.50,70,7.60,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,175-325,unspecified,unspecified,Bag,unspecified,NL - Netherlands,5.00,200,2.95,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,175-325,unspecified,unspecified,Bag,unspecified,NL - Netherlands,10.00,100,5.85,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Carrots,unspecified,unspecified,175-325,unspecified,unspecified,EPS,unspecified,NL - Netherlands,12.50,70,8.10,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Aubergine,Purple Naked,unspecified,225-300,unspecified,unspecified,Carton Box,unspecified,NL - Netherlands,5.00,88,9.00,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Rhubarb,unspecified,unspecified,40/20,unspecified,unspecified,Carton Box,unspecified,NL - Netherlands,6.00,80,0.00,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Rhubarb,unspecified,unspecified,40/15,unspecified,unspecified,Carton Box,unspecified,NL - Netherlands,6.00,80,0.00,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Elstar,unspecified,75-80,unspecified,unspecified,EPS,unspecified,NL - Netherlands,7.00,100,8.15,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Elstar,unspecified,80-85,unspecified,unspecified,EPS,unspecified,NL - Netherlands,7.00,100,8.15,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Elstar,unspecified,60-65,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,10.70,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Elstar,unspecified,65-70,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,11.25,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Elstar,unspecified,70-75,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,11.80,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Elstar,unspecified,75-80,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,11.80,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Elstar,unspecified,80-90,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,10.15,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Elstar,unspecified,85-95,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,9.60,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Braeburn,unspecified,75-80,unspecified,unspecified,EPS,unspecified,NL - Netherlands,7.00,100,8.85,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Braeburn,unspecified,80-85,unspecified,unspecified,EPS,unspecified,NL - Netherlands,7.00,100,8.85,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Jonagold,unspecified,70-80,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,12.90,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Jonagold,unspecified,80-90,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,12.90,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Rode Boskoop,unspecified,75-85,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,15.65,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Golden Delicious,unspecified,70-75,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,10.70,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Golden Delicious,unspecified,75-80,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,10.70,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Golden Delicious,unspecified,80-90,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,11.80,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Wellant,unspecified,70-75,unspecified,unspecified,EPS,unspecified,NL - Netherlands,6.50,100,8.85,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Wellant,unspecified,75-80,unspecified,unspecified,EPS,unspecified,NL - Netherlands,7.00,100,10.25,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Wellant,unspecified,80-85,unspecified,unspecified,EPS,unspecified,NL - Netherlands,7.00,100,10.25,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Wellant,unspecified,85-90,unspecified,unspecified,EPS,unspecified,NL - Netherlands,7.00,100,9.90,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Wellant,unspecified,65-75,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,10.70,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Wellant,unspecified,70-75,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,11.25,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Wellant,unspecified,80-90,unspecified,unspecified,EPS,unspecified,NL - Netherlands,11.00,65,13.45,
Pseelen,20-03-2025 9:05:00,,huub@pseelen.nl,Prijslijst,Apples,Wellant,unspecified,90-100,unspecified,unspecified,EPS,unspecified,NL - Netherlands,15.00,50,13.55,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,50+,12stk,unspecified,Carton Box,unspecified,NL - Netherlands,,108,6.90,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,40+,12stk,unspecified,Carton Box,unspecified,NL - Netherlands,,,6.35,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,35+,12stk,unspecified,Carton Box,unspecified,NL - Netherlands,,160,6.35,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,30+,14stk,unspecified,Carton Box,unspecified,NL - Netherlands,,144,6.35,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,25+,16stk,unspecified,Carton Box,unspecified,NL - Netherlands,,160,6.35,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Industry,unspecified,unspecified,unspecified,unspecified,Carton Box,unspecified,NL - Netherlands,10.00,56,12.50,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Industry,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL - Netherlands,10.00,60,12.50,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Mini,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL - Netherlands,12.00,44,16.50,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Mini,unspecified,unspecified,32stk,unspecified,Carton Box,unspecified,NL - Netherlands,,,9.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Mini,unspecified,unspecified,32stk,unspecified,EPS,unspecified,NL - Netherlands,,,9.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Lettuce,Iceberg,unspecified,unspecified,10stk,unspecified,Carton Box,unspecified,NL - Netherlands,,75,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Lettuce,Iceberg,unspecified,unspecified,9stk,unspecified,Carton Box,unspecified,NL - Netherlands,,75,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,50+,24stk,unspecified,EPS,unspecified,NL - Netherlands,,60,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,40+,30stk,unspecified,EPS,unspecified,NL - Netherlands,,60,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,35+,36stk,unspecified,EPS,unspecified,NL - Netherlands,,65,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,30+,42stk,unspecified,EPS,unspecified,NL - Netherlands,,60,18.75,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,25+,48stk,unspecified,EPS,unspecified,NL - Netherlands,,60,19.50,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,35+,22stk,unspecified,EPS,unspecified,NL - Netherlands,,72,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Industry,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL - Netherlands,10.00,60,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Stek,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL - Netherlands,14.00,60,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,40+,22stk,unspecified,EPS,unspecified,NL - Netherlands,,72,0.00,
Frankort,21-03-2025 6:07:00,,t.hendriks@frankort.nl,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,35+,22stk,unspecified,EPS,unspecified,NL - Netherlands,,,0.00,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Tomato,Gelegd,unspecified,G,unspecified,unspecified,unspecified,unspecified,MA - Marocco,6.00,150,12.15,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Tomato,Can,unspecified,M,unspecified,unspecified,unspecified,unspecified,ES - Spain,5.80,140,15.15,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Vine Tomato,unspecified,unspecified,Middel/grof,unspecified,Luna,unspecified,unspecified,BE - Belgium,5.00,150,11.90,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Vine Tomato,unspecified,unspecified,Middel,unspecified,Luna,unspecified,unspecified,ES - Spain,5.00,160,10.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Cherry Tomato,Red Clamshell,unspecified,Middel,9x250g,unspecified,unspecified,unspecified,NL - Netherlands,2.30,200,7.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Cherry Plum Tomato,Red Loose,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,MA - Marocco,4.00,200,9.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Cherry Vine Tomato,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,ES - Spain,3.00,260,10.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Beef Tomato,unspecified,unspecified,BBB,unspecified,unspecified,unspecified,unspecified,BE - Belgium,7.00,100,17.95,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Beef Tomato,unspecified,unspecified,BBB,unspecified,unspecified,unspecified,unspecified,BE - Belgium,7.00,105,17.95,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Red Naked,Classico,GG,unspecified,unspecified,unspecified,unspecified,ES - Spain,5.00,110,19.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Red Naked,unspecified,GG,unspecified,unspecified,unspecified,unspecified,ES - Spain,5.00,110,19.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Red Naked,unspecified,GG,unspecified,Luna,unspecified,unspecified,ES - Spain,5.00,110,19.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Red Naked,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,NL - Netherlands,5.00,120,24.00,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Green Naked,Classico,G,unspecified,unspecified,unspecified,unspecified,ES - Spain,5.00,110,11.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Green Naked,Classico,GG,unspecified,unspecified,unspecified,unspecified,ES - Spain,5.00,110,12.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Green Naked,unspecified,G,unspecified,Luna,unspecified,unspecified,ES - Spain,5.00,110,11.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Green Naked,unspecified,GG,unspecified,Luna,unspecified,unspecified,ES - Spain,5.00,110,12.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Green Naked,unspecified,181-221,unspecified,unspecified,unspecified,unspecified,NL - Netherlands,5.00,120,0.00,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Green Naked,unspecified,221-261,unspecified,unspecified,unspecified,unspecified,NL - Netherlands,5.00,120,0.00,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Yellow Naked,unspecified,181-221,unspecified,unspecified,unspecified,unspecified,NL - Netherlands,5.00,120,0.00,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Capsicum,Yellow Naked,unspecified,221-261,unspecified,unspecified,unspecified,unspecified,NL - Netherlands,5.00,120,0.00,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Chili Pepper,Red Chili,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,ES - Spain,3.00,190,0.00,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Chili Pepper,Green Chili,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,MA - Marocco,4.00,180,16.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Chili Pepper,Habanero Red,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,ES - Spain,2.00,200,9.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Chili Pepper,Jalapeno Green,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,MA - Marocco,2.00,200,34.35,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Aubergine,Purple Naked,unspecified,225-300,unspecified,unspecified,unspecified,unspecified,NL - Netherlands,5.00,120,8.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Aubergine,Purple Naked,unspecified,300-400,unspecified,unspecified,unspecified,unspecified,NL - Netherlands,5.00,120,8.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Zucchini,Green,unspecified,G,14stk,Costa,unspecified,unspecified,ES - Spain,4.80,150,7.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Zucchini,Green,unspecified,M,unspecified,unspecified,unspecified,unspecified,ES - Spain,4.80,160,7.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Zucchini,Green,unspecified,M,unspecified,Luna,unspecified,unspecified,ES - Spain,4.80,160,7.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Zucchini,Green,unspecified,unspecified,14stk,Luna,unspecified,unspecified,ES - Spain,4.80,160,7.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Cucumber,Filmed,unspecified,250+,16stk,Luna,unspecified,unspecified,ES - Spain,4.00,180,6.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Cucumber,Filmed,unspecified,300+,14stk,unspecified,unspecified,unspecified,ES - Spain,,180,7.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Cucumber,Filmed,unspecified,200+,unspecified,Castel,unspecified,unspecified,ES - Spain,9.00,100,11.15,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Cucumber,Naked,unspecified,500+,12stk,unspecified,unspecified,unspecified,NL - Netherlands,6.00,150,7.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Cucumber,Industry,unspecified,unspecified,unspecified,La Cana,unspecified,unspecified,ES - Spain,9.00,100,6.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Garlic,Normal White,unspecified,unspecified,2x5kg,unspecified,unspecified,unspecified,CN - China,10.00,100,37.90,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Garlic,Normal White,unspecified,50+,unspecified,unspecified,unspecified,unspecified,CN - China,10.00,100,31.15,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Garlic,Normal White,unspecified,50+,10x1kg,unspecified,unspecified,unspecified,CN - China,10.00,100,46.50,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Garlic,Normal White,unspecified,50+,20x500g,unspecified,unspecified,unspecified,CN - China,10.00,100,31.85,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Garlic,Normal White,unspecified,50+,40x250g,unspecified,unspecified,unspecified,CN - China,10.00,100,32.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Garlic,unspecified,unspecified,unspecified,20x100g,unspecified,unspecified,unspecified,CN - China,2.00,500,8.35,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Garlic,Solo,unspecified,unspecified,8x250g,unspecified,unspecified,unspecified,CN - China,2.00,500,16.20,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Garlic,Peeled,unspecified,unspecified,10x1kg,unspecified,unspecified,unspecified,CN - China,10.00,100,36.90,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Lettuce,Iceberg,unspecified,unspecified,10stk,El Dulme,unspecified,unspecified,ES - Spain,,75,0.00,
