"timestamp_processing","supplier_name","sender","date","subject","type","variety","subvariety","size","piece","brand","package_type","class","origin_country_code","net_weight","quantity_per_pallet","price","remarks"
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text provided does not contain specific product offers or details related to product characteristics. It is a legal document outlining terms and conditions related to delivery, transport, and storage of products."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL,14.0,60,0.0,Komkommer stek
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text provided is a legal document regarding property rights, inspection, complaints, and product safety. It does not contain specific product offers or characteristics related to fruits, vegetables, or other items listed in the task description."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Blokpallet,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text provided is a legal document discussing force majeure, packaging, and suspension and dissolution of agreements. It does not contain specific product offers or details about Blokpallets."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Lettuce,Iceberg,unspecified,unspecified,"10stk",unspecified,Carton Box,unspecified,NL,0.0,75,0.0,ijssla
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Lettuce,Iceberg,unspecified,unspecified,"9stk",unspecified,Carton Box,unspecified,NL,0.0,75,0.0,ijssla
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"50","24stk",unspecified,EPS,unspecified,NL,0.0,60,0.0,EPSK
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"40","30stk",unspecified,EPS,unspecified,NL,0.0,60,0.0,EPSK
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"35+","36stk",unspecified,EPS,unspecified,NL,0.0,65,0.0,EPSK
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"35+","22stk",unspecified,EPS,unspecified,NL,0.0,72,0.0,EPSK
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL,10.0,60,0.0,Komkommer krom
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"40","22stk",unspecified,EPS,unspecified,NL,0.0,72,0.0,EPSK
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,unspecified,unspecified,unspecified,Carton Box,unspecified,NL,10.0,56,12.5,Komkommer krom
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL,10.0,60,12.5,komkomers krom
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Mini,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL,12.0,44,16.5,mini kokmkommers
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"30","42stk",unspecified,EPS,unspecified,NL,0.0,60,18.75,EPSK
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"25","48stk",unspecified,EPS,unspecified,NL,0.0,60,19.5,EPSK
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"25","16stk",unspecified,Carton Box,unspecified,NL,0.0,160,6.35,Hollandse komkommers - belichte teelt - nieuwe oogst
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"30","14stk",unspecified,Carton Box,unspecified,NL,0.0,144,6.35,Hollandse komkommers - belichte teelt - nieuwe oogst
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"35+","12stk",unspecified,Carton Box,unspecified,NL,0.0,160,6.35,Hollandse komkommers - belichte teelt - nieuwe oogst
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"40","12stk",unspecified,Carton Box,unspecified,NL,0.0,0,6.35,Hollandse komkommers - belichte teelt - nieuwe oogst
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Naked,unspecified,"50","12stk",unspecified,Carton Box,unspecified,NL,0.0,108,6.9,Hollandse komkommers - belichte teelt - nieuwe oogst
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cucumber,Mini,unspecified,unspecified,"32stk",unspecified,EPS,unspecified,NL,0.0,0,9.0,mini komkommers
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,Royal Gala,unspecified,unspecified,unspecified,unspecified,Carton Box,I,NL,10.0,100,0.0,No specific offer details provided.
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,No specific product offers or details were provided in the text.
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text provided is a legal document regarding delivery terms and conditions, not a product offer."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Bananas,Cavendish,unspecified,unspecified,unspecified,Dole,Carton Box,I,CR,18.0,48,0.0,No specific offer details provided.
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cauliflower,Orange,unspecified,unspecified,unspecified,unspecified,Carton Box,I,ES,15.0,60,0.0,"No specific price mentioned, assumed as 0."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,Royal Gala,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,DE,0.0,0,0.0,The text provided does not contain specific product offers or details about apples. It mainly discusses legal terms related to retention of title in Germany and Belgium.
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,Royal Gala,unspecified,unspecified,unspecified,unspecified,Carton Box,I,NL,10.0,100,0.0,"No specific price mentioned, assumed as 0."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Bananas,Cavendish,unspecified,unspecified,unspecified,Dole,Carton Box,I,CR,18.0,48,0.0,"No specific price mentioned, assumed as 0."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Grapes Red,Seedless,Crimson Seedless,unspecified,unspecified,unspecified,Carton Box,I,ZA,4.5,160,0.0,"No specific price mentioned, assumed as 0."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text provided does not contain any specific product offers or details related to product characteristics. It appears to be a legal document discussing warranty obligations, product safety, and recall procedures."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Packaging,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text is about terms and conditions related to packaging, force majeure, and agreement termination. No specific product offer details are provided."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text provided is a legal document outlining terms and conditions, not a product offer. It does not contain specific product information or characteristics that can be extracted into a structured format."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text provided is a legal document discussing buyer and seller obligations, product safety, and liability. It does not contain specific product offers or characteristics related to fruits or vegetables."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,The text provided is the general terms and conditions of delivery for Frankort & Koning B.V. and does not contain specific product offers or details.
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Grapes Red,Seedless,Crimson Seedless,unspecified,unspecified,unspecified,Carton Box,I,ZA,4.5,100,0.0,No specific offer details provided.
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,Royal Gala,unspecified,unspecified,unspecified,unspecified,Carton Box,I,NL,10.0,100,0.0,"No specific price mentioned, assumed as 0."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Bananas,Cavendish,unspecified,unspecified,unspecified,Dole,Carton Box,I,CR,18.0,48,0.0,"No specific price mentioned, assumed as 0."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Grapes Red,Seedless,Crimson Seedless,unspecified,unspecified,unspecified,Carton Box,I,ZA,4.5,120,0.0,"No specific price mentioned, assumed as 0."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Cauliflower,Orange,unspecified,unspecified,unspecified,unspecified,Carton Box,I,ES,15.0,60,0.0,"No specific price mentioned, assumed as 0."
2025-04-29 11:51:45.544 +0200,Frankort,t.hendriks@frankort.nl,2025-03-21 07:07:00.000 +0100,Dagprijzen komkommers.xlsx,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,0.0,0,0.0,"The text provided is a legal document regarding payment obligations and delivery terms, not a product offer."
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Plum Tomato,Mini Roma,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,MA,4.0,0,11.0,E.T.A. 28-03
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Plum Tomato,Mini Roma,unspecified,unspecified,"12x250g",unspecified,unspecified,unspecified,N/A,3.0,0,7.95,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Plum Tomato,Mini Roma,unspecified,unspecified,"12x250g",unspecified,unspecified,unspecified,N/A,3.0,0,8.95,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Tomato,Red,unspecified,unspecified,"9x250g",unspecified,unspecified,unspecified,MA,2.25,0,5.5,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Tomato,Red,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,4.0,0,8.5,kroonloos
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Tomato,Yellow,unspecified,unspecified,"9x250g",unspecified,unspecified,unspecified,N/A,2.25,0,18.5,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Tomato,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,3.0,0,12.5,E.T.A. 26-03
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Tomato,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,MA,3.0,0,9.5,"3 colors"
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Vine Tomato,Cherry Vine,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,NL,3.0,0,9.95,E.T.A. 26-03
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Round Tomato,unspecified,unspecified,M,unspecified,Premium,unspecified,unspecified,MA,6.0,0,9.5,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Round Tomato,unspecified,unspecified,M,unspecified,Premium,unspecified,unspecified,MA,6.0,0,9.95,(57-62)
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Round Tomato,unspecified,unspecified,M,unspecified,Premium,unspecified,unspecified,MA,6.0,0,9.95,(62-67)
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Round Tomato,unspecified,unspecified,MM,unspecified,Premium,unspecified,unspecified,MA,6.0,0,9.95,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Round Tomato,unspecified,unspecified,MMM,unspecified,Premium,unspecified,unspecified,ES,6.0,0,7.5,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Round Tomato,unspecified,unspecified,G,unspecified,Premium,unspecified,unspecified,MA,6.0,0,8.5,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Vine Tomato,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,NL,5.0,0,10.5,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Vine Tomato,unspecified,unspecified,M,unspecified,unspecified,unspecified,unspecified,ES,5.0,0,8.5,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Beef Tomato,Pink,unspecified,BBB,unspecified,unspecified,unspecified,unspecified,MA,7.0,0,17.5,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Tomato,unspecified,unspecified,unspecified,"12x250g",unspecified,unspecified,unspecified,N/A,3.0,0,0.0,shakers
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Plum Tomato,unspecified,unspecified,MMM,unspecified,unspecified,unspecified,unspecified,N/A,6.0,0,0.0,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Plum Tomato,unspecified,unspecified,MM,unspecified,Premium,unspecified,unspecified,N/A,6.0,0,0.0,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Plum Tomato,unspecified,unspecified,M,unspecified,Premium,unspecified,unspecified,N/A,6.0,0,0.0,""
2025-04-29 11:52:07.724 +0200,Kraaijeveld,bart.de.vries@kraaijeveld.com,2025-03-26 08:51:00.000 +0100,Tomaten prijzen Kraaijeveld,Cherry Plum Tomato,Mini Roma,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,N/A,4.0,0,10.5,E.T.A. 28-03
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Cucumber,Mini,unspecified,unspecified,unspecified,unspecified,EPS,unspecified,NL,12.0,56,0.0,""
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Apples,unspecified,unspecified,"80",unspecified,unspecified,EPS,II,NL,11.0,65,12.9,Jonagold variety not specified
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Apples,unspecified,unspecified,"75-80",unspecified,unspecified,EPS,II,NL,11.0,65,12.9,Jonagold variety not specified
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Vine Tomato,unspecified,unspecified,Grof,unspecified,unspecified,Carton Box,I,NL,5.0,120,12.9,""
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Apples,unspecified,unspecified,"80",unspecified,unspecified,EPS,II,NL,11.0,65,13.45,Wellant variety not specified
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Apples,unspecified,unspecified,"100",unspecified,unspecified,EPS,II,NL,15.0,50,13.55,Wellant variety not specified
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Apples,Boskoop,unspecified,"75+",unspecified,unspecified,EPS,II,NL,11.0,65,15.65,Rode Boskoop variety
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Capsicum,Green,unspecified,unspecified,unspecified,unspecified,Carton Box,unspecified,NL,5.0,88,15.75,""
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Cherry Vine Tomato,unspecified,unspecified,unspecified,unspecified,Pauline,Carton Box,unspecified,NL,3.0,176,16.3,""
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Apples,unspecified,unspecified,unspecified,unspecified,unspecified,Carton Box,I,MA,5.0,120,20.5,Sperziebonen klasse I fijn
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Garlic,White,unspecified,"55+",unspecified,unspecified,Carton Box,unspecified,EG,5.0,120,22.5,Frischer Knoblauch
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Capsicum,Red,unspecified,unspecified,unspecified,unspecified,Carton Box,unspecified,NL,5.0,88,25.0,""
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Carrots,unspecified,unspecified,"175+",unspecified,unspecified,Bag,unspecified,NL,5.0,200,2.75,Peen
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Carrots,unspecified,unspecified,"50",unspecified,unspecified,Bag,unspecified,NL,5.0,200,2.75,Peen
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Carrots,unspecified,unspecified,"175+",unspecified,unspecified,Bag,unspecified,NL,5.0,200,2.95,Peen
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Leek,unspecified,unspecified,unspecified,unspecified,unspecified,Bag,I,NL,5.0,150,4.8,""
2025-04-29 14:09:19.272 +0200,Pseelen,huub@pseelen.nl,2025-03-20 10:05:00.000 +0100,Prijslijst,Carrots,unspecified,unspecified,"50",unspecified,unspecified,Bag,unspecified,NL,10.0,100,5.45,Peen
